TIME,year,month,T,R_Rf,R_Market,eR_Market,PriceEarningRatio,PriceEarningRatioSA,PriceDividendRatio
1982m11,1982,11,1982.912,0.0062802,0.0516432,0.045363,10.66681,8.3474769,20.12143
1982m12,1982,12,1982.997,0.0066777,0.0121262,0.00544853,11.02848,8.4677384,20.29112
1983m1,1983,1,1983.082,0.0068763,0.0420053,0.03512899,11.48273,8.7567832,20.96369
1983m2,1983,2,1983.159,0.0061809,0.0315956,0.0254147,11.7503,8.9104934,21.28563
1983m3,1983,3,1983.244,0.0062802,0.0339182,0.02763798,12.23027,9.2328297,21.98263
1983m4,1983,4,1983.326,0.0070749,0.0712038,0.06412885,12.63956,9.5315813,22.78902
1983m5,1983,5,1983.411,0.0068763,0.0120274,0.00515108,13.09312,9.8744565,23.67965
1983m6,1983,6,1983.493,0.0066777,0.0367176,0.03003993,13.21684,10.000118,23.97695
1983m7,1983,7,1983.578,0.0073728,-0.0338671,-0.04123983,13.01972,10.014476,23.99425
1983m8,1983,8,1983.663,0.0075713,0.0025966,-0.00497464,12.43177,9.7280569,23.26648
1983m9,1983,9,1983.745,0.0075713,0.0165621,0.00899082,12.57143,9.9842025,23.88571
1983m10,1983,10,1983.83,0.0075713,-0.0271657,-0.03473693,12.38251,10.003392,23.85491
1983m11,1983,11,1983.912,0.0069756,0.0281987,0.02122304,11.98256,9.8535816,23.39943
1983m12,1983,12,1983.997,0.0072735,-0.0105555,-0.017829,11.71775,9.8150109,23.18759
1984m1,1984,1,1984.082,0.0075713,-0.0116678,-0.01923907,11.52355,9.8949318,23.37079
1984m2,1984,2,1984.159,0.0070749,-0.0419685,-0.0490434,10.59259,9.3245296,22
1984m3,1984,3,1984.247,0.0072735,0.0135084,0.00623487,10.31455,9.3267471,21.922
1984m4,1984,4,1984.329,0.0080674,0.0029955,-0.00507186,10.11988,9.3056434,21.81819
1984m5,1984,5,1984.414,0.0077697,-0.0532953,-0.06106503,9.857302,9.2318318,21.55045
1984m6,1984,6,1984.496,0.007472,0.0253753,0.01790329,9.450617,9.0101855,20.94391
1984m7,1984,7,1984.581,0.0081666,-0.0193867,-0.02755328,9.258578,8.8683022,20.60456
1984m8,1984,8,1984.666,0.0082657,0.1053505,0.09708477,10,9.6230633,22.34707
1984m9,1984,9,1984.748,0.0085632,0.0005998,-0.00796341,10.03019,9.6873413,22.50677
1984m10,1984,10,1984.833,0.0099503,0.0015987,-0.00835161,9.935672,9.5950707,22.18035
1984m11,1984,11,1984.915,0.0072735,-0.0103534,-0.0176269,10.01005,9.6919732,22.23262
1984m12,1984,12,1985,0.0063796,0.0244975,0.01811787,9.885818,9.5950548,21.84595
1985m1,1985,1,1985.082,0.006479,0.0828695,0.07639051,10.36438,9.9970012,22.65846
1985m2,1985,2,1985.159,0.0057832,0.0178399,0.01205667,10.98141,10.494935,23.75054
1985m3,1985,3,1985.244,0.0061809,-0.0022024,-0.00838328,10.9457,10.373217,23.42037
1985m4,1985,4,1985.326,0.0071742,-0.0024029,-0.00957709,11.19653,10.397119,23.49522
1985m5,1985,5,1985.411,0.0065783,0.0559076,0.04932932,11.65091,10.60812,23.97149
1985m6,1985,6,1985.493,0.0054849,0.0180364,0.01255143,12.10122,10.81005,24.40569
1985m7,1985,7,1985.578,0.0061809,-0.0012007,-0.00738158,12.43275,10.997564,24.76416
1985m8,1985,8,1985.663,0.0054849,-0.0047111,-0.01019601,12.26175,10.7388,24.1204
1985m9,1985,9,1985.745,0.0059821,-0.0401972,-0.04617926,12.08798,10.471235,23.48214
1985m10,1985,10,1985.83,0.006479,0.0456424,0.03916339,12.39408,10.552517,23.68957
1985m11,1985,11,1985.912,0.0060815,0.0684994,0.06241795,13.32955,11.164611,25.06345
1985m12,1985,12,1985.997,0.006479,0.0443039,0.03782496,14.18891,11.690521,26.24051
1986m1,1986,1,1986.082,0.0055844,0.0120274,0.006443,14.27984,11.715008,26.22166
1986m2,1986,2,1986.159,0.005286,0.0738079,0.06852192,15.07904,12.388219,27.49373
1986m3,1986,3,1986.244,0.0059821,0.0533512,0.0473691,15.99862,13.189023,28.96509
1986m4,1986,4,1986.326,0.0051865,-0.0079314,-0.0131179,16.32004,13.552504,29.57745
1986m5,1986,5,1986.411,0.004888,0.0498372,0.0449492,16.28353,13.560046,29.54171
1986m6,1986,6,1986.493,0.0051865,0.0153811,0.01019457,16.67573,13.888689,30.28395
1986m7,1986,7,1986.578,0.0051865,-0.061131,-0.06631752,16.27735,13.619996,29.49653
1986m8,1986,8,1986.663,0.0045895,0.0632565,0.058667,16.55036,13.887668,29.9267
1986m9,1986,9,1986.745,0.0044899,-0.0850134,-0.08950329,16.04714,13.467314,28.95504
1986m10,1986,10,1986.83,0.0045895,0.0499324,0.04534292,16.12038,13.425919,28.78738
1986m11,1986,11,1986.912,0.0038924,0.0154796,0.01158716,16.78388,13.872986,29.66117
1986m12,1986,12,1986.997,0.004888,-0.0281937,-0.03308177,17.16851,14.08514,30.02415
1987m1,1987,1,1987.082,0.0041912,0.1212437,0.11705251,18.00949,14.922208,31.86747
1987m2,1987,2,1987.159,0.0042908,0.0470744,0.04278362,18.86083,15.822318,33.76202
1987m3,1987,3,1987.244,0.004689,0.0208805,0.01619149,19.37086,16.433344,35.07194
1987m4,1987,4,1987.326,0.0043903,-0.016841,-0.02123136,19.45096,16.196534,34.44048
1987m5,1987,5,1987.411,0.0037928,0.004888,0.00109524,19.73824,16.160312,34.17258
1987m6,1987,6,1987.493,0.0047885,0.043251,0.03846253,20.90153,16.825207,35.37559
1987m7,1987,7,1987.578,0.0045895,0.042197,0.0376076,20.81208,17.306004,36.19843
1987m8,1987,8,1987.663,0.004689,0.0391246,0.03443557,21.41743,18.326907,38.24305
1987m9,1987,9,1987.745,0.0044899,-0.0216323,-0.0261222,20.09458,17.67562,36.80138
1987m10,1987,10,1987.83,0.0059821,-0.2567003,-0.2626824,17.07839,15.530056,32.16992
1987m11,1987,11,1987.912,0.0034939,-0.0770971,-0.08059094,14.45146,13.590885,27.96804
1987m12,1987,12,1987.997,0.0038924,0.0695261,0.06563365,13.77143,13.389029,27.35528
1988m1,1988,1,1988.082,0.0028958,0.0440169,0.04112108,14.02316,13.898337,28.28377
1988m2,1988,2,1988.159,0.0045895,0.0507882,0.04619871,14.16054,14.298271,28.98915
1988m3,1988,3,1988.247,0.0043903,-0.0184695,-0.02285986,14.29263,14.668947,29.68715
1988m4,1988,4,1988.329,0.0045895,0.0101483,0.00555888,13.38655,14.433316,29.03798
1988m5,1988,5,1988.414,0.005087,0.0021976,-0.00288946,12.40596,14.031891,28.02991
1988m6,1988,6,1988.496,0.004888,0.0514533,0.04656525,12.49192,14.766469,29.32828
1988m7,1988,7,1988.581,0.005087,-0.0074275,-0.01251455,12.21888,14.608316,28.91475
1988m8,1988,8,1988.666,0.0058827,-0.0275768,-0.03345943,11.78458,14.244946,28.10303
1988m9,1988,9,1988.748,0.0061809,0.0384512,0.03227033,11.79059,14.369429,28.32981
1988m10,1988,10,1988.833,0.0060815,0.0174469,0.01136544,12.02255,14.81145,29.04712
1988m11,1988,11,1988.915,0.0056838,-0.0173496,-0.02303346,11.57294,14.445531,28.11203
1988m12,1988,12,1989,0.0062802,0.0209784,0.01469817,11.63721,14.702087,28.41727
1989m1,1989,1,1989.082,0.0054849,0.0643823,0.05889733,11.81291,15.088006,29.08289
1989m2,1989,2,1989.159,0.0060815,-0.016536,-0.02261744,11.97068,15.466992,29.70696
1989m3,1989,3,1989.244,0.0066777,0.0221528,0.01547515,11.72676,15.298901,29.32866
1989m4,1989,4,1989.326,0.0066777,0.0487902,0.04211251,12.06945,15.686673,29.97016
1989m5,1989,5,1989.411,0.007869,0.040566,0.032697,12.48941,16.186282,30.79474
1989m6,1989,6,1989.493,0.0070749,-0.0064206,-0.01349548,12.83505,16.641831,31.42719
1989m7,1989,7,1989.578,0.0069756,0.0760347,0.06905907,13.43181,17.013333,31.84212
1989m8,1989,8,1989.663,0.0073728,0.0215658,0.01419302,14.32231,17.734173,32.86336
1989m9,1989,9,1989.745,0.006479,-0.0011006,-0.00757957,14.66019,17.714143,32.5492
1989m10,1989,10,1989.83,0.006777,-0.0303561,-0.0371331,14.82923,17.640776,32.1765
1989m11,1989,11,1989.912,0.0068763,0.0170538,0.01017745,14.68703,17.242293,31.14443
1989m12,1989,12,1989.997,0.0060815,0.0175452,0.01146371,15.22271,17.650135,31.54751
1990m1,1990,1,1990.082,0.0056838,-0.075586,-0.0812698,15.1165,17.048552,30.51795
1990m2,1990,2,1990.159,0.0056838,0.0166604,0.01097663,14.96603,16.507811,29.42565
1990m3,1990,3,1990.244,0.0063796,0.0243999,0.01802028,15.61883,16.83346,29.89929
1990m4,1990,4,1990.326,0.0068763,-0.0270629,-0.03393922,15.70498,16.813626,29.56972
1990m5,1990,5,1990.411,0.006777,0.0870947,0.08031773,16.36935,17.392115,30.31601
1990m6,1990,6,1990.493,0.0062802,-0.0046106,-0.01089085,16.95155,17.816777,30.88175
1990m7,1990,7,1990.578,0.006777,-0.012275,-0.01905202,16.80812,17.746867,30.70173
1990m8,1990,8,1990.663,0.0065783,-0.0997098,-0.10628816,15.32669,16.168057,28.06939
1990m9,1990,9,1990.745,0.0059821,-0.056782,-0.06276409,14.50828,15.301022,26.63936
1990m10,1990,10,1990.83,0.006777,-0.0124775,-0.01925451,14.21411,14.817893,25.75063
1990m11,1990,11,1990.912,0.0056838,0.0669107,0.06122689,14.68289,15.187346,26.24508
1990m12,1990,12,1990.997,0.0059821,0.0301412,0.02415908,15.40534,15.846042,27.16942
1991m1,1991,1,1991.082,0.0051865,0.0507882,0.04560164,15.36541,15.605921,26.88511
1991m2,1991,2,1991.159,0.0047885,0.0739008,0.06911229,17.22857,17.354365,29.90597
1991m3,1991,3,1991.244,0.0043903,0.0304322,0.02604186,17.83805,17.818312,30.71617
1991m4,1991,4,1991.326,0.005286,0.0024969,-0.00278912,18.64531,18.155539,31.30091
1991m5,1991,5,1991.411,0.004689,0.0403739,0.0356849,19.03589,18.035623,31.13591
1991m6,1991,6,1991.493,0.0041912,-0.0462534,-0.05044459,19.54987,18.015419,31.13498
1991m7,1991,7,1991.578,0.004888,0.0462154,0.04132739,20.18206,18.104077,31.18352
1991m8,1991,8,1991.663,0.0045895,0.0274206,0.02283114,21.24386,18.512898,31.82231
1991m9,1991,9,1991.745,0.0045895,-0.0113643,-0.01595378,21.7284,18.357918,31.53094
1991m10,1991,10,1991.83,0.0041912,0.0169554,0.01276424,22.48871,18.349825,31.57354
1991m11,1991,11,1991.912,0.0038924,-0.0387408,-0.04263324,23.26683,18.289504,31.56371
1991m12,1991,12,1991.997,0.0037928,0.10634,0.10254724,24.32749,18.442295,31.84508
1992m1,1992,1,1992.082,0.0033942,-0.0025031,-0.00589736,25.92932,19.773759,33.99347
1992m2,1992,2,1992.159,0.0027961,0.013607,0.01081092,25.58781,19.583669,33.59609
1992m3,1992,3,1992.247,0.0033942,-0.0234734,-0.02686759,25.14568,19.284239,33.06493
1992m4,1992,4,1992.329,0.0031949,0.0138043,0.01060939,24.71653,19.301832,33.06899
1992m5,1992,5,1992.414,0.0027961,0.0057832,0.00298716,24.74011,19.662895,33.66964
1992m6,1992,6,1992.496,0.0031949,-0.0204068,-0.0236017,23.94545,19.315971,33.1388
1992m7,1992,7,1992.581,0.0030952,0.0399896,0.03689444,23.8809,19.621356,33.62553
1992m8,1992,8,1992.666,0.0025966,-0.0214279,-0.02402457,23.59853,19.722757,33.79479
1992m9,1992,9,1992.748,0.0025966,0.0143959,0.01179925,23.19734,19.709386,33.77563
1992m10,1992,10,1992.833,0.0022974,0.0124225,0.01012516,22.43067,19.370881,33.30185
1992m11,1992,11,1992.915,0.0022974,0.0426763,0.04037892,22.5635,19.83428,34.14599
1992m12,1992,12,1993,0.0027961,0.0179381,0.01514206,22.82032,20.44925,35.18901
1993m1,1993,1,1993.082,0.0022974,0.0115332,0.00923588,22.50414,20.32405,35.06159
1993m2,1993,2,1993.159,0.0021976,0.0033942,0.00119665,22.54722,20.545983,35.48732
1993m3,1993,3,1993.244,0.0024969,0.0251803,0.02268342,22.68952,20.855856,36.07051
1993m4,1993,4,1993.326,0.0023971,-0.0285024,-0.03089948,22.52567,20.458005,35.46541
1993m5,1993,5,1993.411,0.0021976,0.0306262,0.02842861,22.83333,20.51825,35.60092
1993m6,1993,6,1993.493,0.0024969,0.0055844,0.0030875,23.17951,20.609004,35.78754
1993m7,1993,7,1993.578,0.0023971,-0.0010005,-0.00339763,22.71661,20.565242,35.72604
1993m8,1993,8,1993.663,0.0024969,0.038836,0.03633914,22.64988,20.81288,36.27237
1993m9,1993,9,1993.745,0.0025966,0.001399,-0.00119761,22.50073,20.994159,36.68051
1993m10,1993,10,1993.83,0.0021976,0.0161686,0.013971,22.19617,21.10984,36.99362
1993m11,1993,11,1993.912,0.0024969,-0.016536,-0.01903285,21.64049,21.03856,36.8543
1993m12,1993,12,1993.997,0.0022974,0.0186255,0.01632811,21.2957,21.165394,37.03895
1994m1,1994,1,1994.082,0.0024969,0.0307232,0.02822629,21.34749,21.412726,37.4696
1994m2,1994,2,1994.159,0.0020978,-0.0236781,-0.02577592,21.02143,21.264585,37.2299
1994m3,1994,3,1994.244,0.0026964,-0.0461487,-0.04884502,20.42316,20.834106,36.49174
1994m4,1994,4,1994.326,0.0026964,0.0094552,0.0067588,18.99873,20.055952,35.06779
1994m5,1994,5,1994.411,0.0030952,0.0088606,0.00576542,18.50226,20.197199,35.23565
1994m6,1994,6,1994.493,0.0030952,-0.0275768,-0.03067197,18.04881,20.291473,35.4229
1994m7,1994,7,1994.578,0.0027961,0.0305292,0.02773312,17.42184,20.068653,35.07381
1994m8,1994,8,1994.663,0.0036932,0.0428679,0.03917473,17.43952,20.536266,35.9876
1994m9,1994,9,1994.745,0.0036932,-0.0195906,-0.02328382,17.08599,20.577168,36.11446
1994m10,1994,10,1994.83,0.0037928,0.0170538,0.01326096,16.31985,20.39647,35.64123
1994m11,1994,11,1994.912,0.0036932,-0.0373904,-0.04108356,15.62216,20.210176,35.20047
1994m12,1994,12,1994.997,0.0043903,0.0129162,0.00852588,14.87549,19.912175,34.53642
1995m1,1995,1,1995.082,0.0041912,0.0219572,0.01776596,14.888,20.219819,35.2997
1995m2,1995,2,1995.159,0.003992,0.0395091,0.03551711,15.10721,20.80329,36.56449
1995m3,1995,3,1995.244,0.0045895,0.026155,0.02156551,15.15054,21.153465,37.41654
1995m4,1995,4,1995.326,0.0043903,0.0251803,0.02078995,15.30924,21.643481,38.35222
1995m5,1995,5,1995.411,0.0053855,0.0338215,0.02843608,15.49582,22.196185,39.36438
1995m6,1995,6,1995.493,0.004689,0.0314018,0.02671277,15.66512,22.71913,40.34031
1995m7,1995,7,1995.578,0.0044899,0.040854,0.03636409,16.0718,23.377205,41.47098
1995m8,1995,8,1995.663,0.004689,0.0101483,0.00545934,16.00658,23.284856,41.3849
1995m9,1995,9,1995.745,0.0042908,0.0371031,0.03281231,16.45168,23.946811,42.61929
1995m10,1995,10,1995.83,0.004689,-0.0105555,-0.0152445,16.76344,23.927562,42.70476
1995m11,1995,11,1995.912,0.0041912,0.0428679,0.0386767,17.32869,24.348397,43.40598
1995m12,1995,12,1995.997,0.004888,0.0150856,0.0101976,18.09688,25.028209,44.56635
1996m1,1996,1,1996.082,0.0042908,0.0265446,0.02225377,18.07825,24.763281,44.22419
1996m2,1996,2,1996.159,0.0038924,0.0170538,0.01316134,19.09665,25.976918,46.40665
1996m3,1996,3,1996.247,0.0038924,0.0111377,0.00724533,19.00911,25.630768,45.89149
1996m4,1996,4,1996.329,0.0045895,0.0248877,0.02029826,18.85144,25.425031,45.71475
1996m5,1996,5,1996.414,0.0041912,0.0274206,0.02322939,19.09965,25.81488,46.52192
1996m6,1996,6,1996.496,0.003992,-0.0074275,-0.01141954,19.14924,25.967511,46.84653
1996m7,1996,7,1996.581,0.0044899,-0.056782,-0.06127192,18.25942,24.859209,44.72709
1996m8,1996,8,1996.666,0.0040916,0.0313049,0.02721323,18.59544,25.413341,45.60771
1996m9,1996,9,1996.748,0.0043903,0.0530667,0.04867638,18.74667,25.680932,46.03547
1996m10,1996,10,1996.833,0.0041912,0.0127188,0.00852757,19.00461,26.484306,47.58887
1996m11,1996,11,1996.915,0.0040916,0.064476,0.0603844,19.45188,27.586481,49.64035
1996m12,1996,12,1997,0.0045895,-0.0124775,-0.01706697,19.19055,27.724815,49.88255
1997m1,1997,1,1997.082,0.0044899,0.052877,0.04838713,19.52984,28.333753,51.24086
1997m2,1997,2,1997.159,0.0038924,-0.0010005,-0.00489292,20.092,29.266542,53.20224
1997m3,1997,3,1997.244,0.0042908,-0.0469868,-0.05127757,19.68588,28.803346,52.60027
1997m4,1997,4,1997.326,0.0042908,0.0437298,0.03943898,18.93573,27.586006,50.61385
1997m5,1997,5,1997.411,0.004888,0.0698059,0.06491784,20.59723,29.929274,55.07414
1997m6,1997,6,1997.493,0.0036932,0.0437298,0.04003659,21.61011,31.257507,57.80277
1997m7,1997,7,1997.578,0.0042908,0.0747363,0.07044556,22.80163,32.767624,60.80753
1997m8,1997,8,1997.663,0.0040916,-0.0381173,-0.04220894,22.8328,32.587259,60.70987
1997m9,1997,9,1997.745,0.0043903,0.0562858,0.05189546,23.05659,32.667554,61.12329
1997m10,1997,10,1997.83,0.0041912,-0.0343844,-0.03857563,23.5825,32.902472,61.81702
1997m11,1997,11,1997.912,0.0038924,0.0331446,0.02925218,23.45734,32.337553,60.79789
1997m12,1997,12,1997.997,0.0047885,0.0178399,0.0130514,24.22885,33.031758,62.08839
1998m1,1998,1,1998.082,0.0042908,0.0057832,0.00149246,24.29047,32.860928,61.95241
1998m2,1998,2,1998.159,0.0038924,0.0716693,0.06777687,25.85202,34.710687,65.62436
1998m3,1998,3,1998.244,0.0038924,0.0502177,0.0463253,27.23394,36.297979,68.80703
1998m4,1998,4,1998.326,0.0042908,0.0115332,0.00724246,28.2643,37.278009,70.61588
1998m5,1998,5,1998.411,0.003992,-0.0270629,-0.03105494,28.3049,36.957661,69.93186
1998m6,1998,6,1998.493,0.0040916,0.0352706,0.031179,28.44213,36.803348,69.49154
1998m7,1998,7,1998.578,0.003992,-0.0208151,-0.02480716,29.90379,38.260739,72.21088
1998m8,1998,8,1998.663,0.0042908,-0.1701954,-0.17448615,27.99707,35.424412,66.81589
1998m9,1998,9,1998.745,0.0045895,0.0640071,0.05941768,26.79548,33.533312,63.19753
1998m10,1998,10,1998.83,0.0031949,0.0718554,0.06866055,27.19653,33.774063,63.86399
1998m11,1998,11,1998.912,0.0030952,0.0621294,0.05903417,30.24656,37.370452,70.71673
1998m12,1998,12,1998.997,0.0037928,0.0633503,0.05955752,31.55794,38.821374,73.45988
1999m1,1999,1,1999.082,0.0034939,0.0377774,0.03428347,32.92012,40.578255,76.69007
1999m2,1999,2,1999.159,0.0034939,-0.0380134,-0.04150733,32.67004,40.401449,76.16579
1999m3,1999,3,1999.244,0.0042908,0.0380662,0.03377542,33.39396,41.357422,77.91246
1999m4,1999,4,1999.326,0.0036932,0.0459289,0.04223576,33.99796,42.705869,81.53696
1999m5,1999,5,1999.411,0.0033942,-0.0214279,-0.02482218,33.1856,42.55803,81.77225
1999m6,1999,6,1999.493,0.003992,0.0504079,0.04641588,32.24159,42.182015,81.58852
1999m7,1999,7,1999.578,0.0037928,-0.0315939,-0.03538667,32.88071,43.829425,84.75798
1999m8,1999,8,1999.663,0.0038924,-0.0099493,-0.01384175,30.88623,41.932037,81.05984
1999m9,1999,9,1999.745,0.0038924,-0.0242927,-0.02818511,29.98567,41.324754,80.08323
1999m10,1999,10,1999.83,0.0038924,0.0630687,0.05917627,28.65773,40.554129,78.94798
1999m11,1999,11,1999.912,0.0035935,0.0366212,0.03302765,29.74341,43.209643,84.4395
1999m12,1999,12,1999.997,0.0043903,0.0784414,0.07405108,29.65912,44.199318,86.69175
2000m1,2000,1,2000.082,0.0040916,-0.0442654,-0.04835703,29.03836,43.774387,86.0171
2000m2,2000,2,2000.159,0.0042908,0.0283931,0.02410229,27.76814,42.187406,83.3322
2000m3,2000,3,2000.247,0.004689,0.0551508,0.05046185,28.31194,43.222625,86.05071
2000m4,2000,4,2000.329,0.0045895,-0.0612373,-0.06582676,28.50507,43.530562,87.29749
2000m5,2000,5,2000.414,0.0049875,-0.039989,-0.04497655,27.49347,41.968025,84.83732
2000m6,2000,6,2000.496,0.003992,0.049171,0.04517902,28.15794,42.784008,87.54252
2000m7,2000,7,2000.581,0.0047885,-0.0205089,-0.02529739,28.05002,42.760117,88.84198
2000m8,2000,8,2000.666,0.0049875,0.0725997,0.06761215,27.97125,42.871583,90.24666
2000m9,2000,9,2000.748,0.005087,-0.0506619,-0.05574895,27.33799,41.899968,89.84394
2000m10,2000,10,2000.833,0.0055844,-0.0222456,-0.02782999,26.49568,39.37153,85.19755
2000m11,2000,11,2000.915,0.005087,-0.1076966,-0.11278361,26.89733,38.783935,84.57692
2000m12,2000,12,2001,0.0049875,0.0167588,0.01177124,26.6186,37.275952,81.8027
2001m1,2001,1,2001.082,0.0053855,0.0360426,0.03065712,27.55012,36.98056,82.59926
2001m2,2001,2,2001.159,0.0037928,-0.1017006,-0.10549335,27.80558,35.836294,81.25389
2001m3,2001,3,2001.244,0.0041912,-0.0708517,-0.07504295,26.09705,32.327302,74.25485
2001m4,2001,4,2001.326,0.0038924,0.0800119,0.07611952,27.95896,32.174688,74.94268
2001m5,2001,5,2001.411,0.0031949,0.0103463,0.0071514,32.02075,34.075474,80.48807
2001m6,2001,6,2001.493,0.0027961,-0.0167393,-0.01953541,33.66975,33.069338,78.94901
2001m7,2001,7,2001.578,0.0029955,-0.0184695,-0.02146503,35.46325,32.163258,76.684
2001m8,2001,8,2001.663,0.0030952,-0.0634724,-0.06656763,37.84927,31.404532,74.9523
2001m9,2001,9,2001.745,0.0027961,-0.0939811,-0.09677715,36.90004,27.66758,66.36848
2001m10,2001,10,2001.83,0.0021976,0.0264472,0.02424959,39.72168,28.577567,68.39835
2001m11,2001,11,2001.912,0.0016986,0.0742722,0.07257369,43.6226,30.005307,71.77129
2001m12,2001,12,2001.997,0.0014989,0.0174469,0.01594804,46.37222,30.50016,72.74015
2002m1,2002,1,2002.082,0.001399,-0.0130852,-0.01448426,46.17481,30.277409,72.45563
2002m2,2002,2,2002.159,0.0012992,-0.0218367,-0.02313585,44.56755,29.085901,69.95784
2002m3,2002,3,2002.244,0.0012992,0.0427721,0.04147294,46.71215,30.292335,73.34965
2002m4,2002,4,2002.326,0.0014989,-0.0518197,-0.05331862,43.81127,29.00616,70.24194
2002m5,2002,5,2002.411,0.001399,-0.0124775,-0.01387654,41.41404,28.128376,67.74953
2002m6,2002,6,2002.493,0.0012992,-0.0734313,-0.07473043,37.92147,26.387924,63.25764
2002m7,2002,7,2002.578,0.0014989,-0.0837078,-0.08520663,32.34037,23.463344,56.65141
2002m8,2002,8,2002.663,0.001399,0.0063796,0.00498059,31.31606,23.588428,57.50158
2002m9,2002,9,2002.745,0.001399,-0.1076966,-0.1090956,28.60283,22.363804,54.95947
2002m10,2002,10,2002.83,0.001399,0.0767758,0.07537682,29.046,21.953613,53.80672
2002m11,2002,11,2002.912,0.0011993,0.0590233,0.05782406,31.9199,23.344615,56.95368
2002m12,2002,12,2002.997,0.0010994,-0.0581589,-0.05925831,32.59079,23.097211,55.95395
2003m1,2003,1,2003.082,0.0009995,-0.0250102,-0.02600966,31.43298,22.894158,55.5732
2003m2,2003,2,2003.159,0.0008996,-0.0180621,-0.01896174,28.46073,21.210223,51.76438
2003m3,2003,3,2003.244,0.0009995,0.0118298,0.01083025,27.92315,21.305826,52.19667
2003m4,2003,4,2003.326,0.0009995,0.0799196,0.07892013,28.05011,22.423846,54.92882
2003m5,2003,5,2003.411,0.0008996,0.0595888,0.0586892,28.24261,23.586781,57.8229
2003m6,2003,6,2003.493,0.0009995,0.0150856,0.01408614,28.59624,24.827705,61.1008
2003m7,2003,7,2003.578,0.0006998,0.0239118,0.02321206,27.65249,24.862814,60.85469
2003m8,2003,8,2003.663,0.0006998,0.0238142,0.02311442,26.57408,24.637787,60.1538
2003m9,2003,9,2003.745,0.0007997,-0.0116678,-0.01246748,26.42405,25.239125,61.44907
2003m10,2003,10,2003.83,0.0006998,0.059683,0.05898325,24.75131,25.678126,61.62132
2003m11,2003,11,2003.912,0.0006998,0.0141001,0.01340037,23.14935,25.942136,61.314
2003m12,2003,12,2003.997,0.0007997,0.0427721,0.04197241,22.17152,26.630402,62.14146
2004m1,2004,1,2004.082,0.0006998,0.0219572,0.02125741,22.72919,27.653539,64.34772
2004m2,2004,2,2004.159,0.0005998,0.0144944,0.01389463,22.45699,27.645884,64.19764
2004m3,2004,3,2004.247,0.0008996,-0.0123763,-0.01327587,21.615,26.881712,62.37403
2004m4,2004,4,2004.329,0.0007997,-0.0176549,-0.01845462,21.2306,26.895778,62.22694
2004m5,2004,5,2004.414,0.0005998,0.012225,0.01162515,20.13597,25.898214,59.91199
2004m6,2004,6,2004.496,0.0007997,0.0192142,0.01841454,20.17382,26.396619,60.90107
2004m7,2004,7,2004.581,0.0009995,-0.0404054,-0.04140492,19.50697,25.691367,58.86356
2004m8,2004,8,2004.666,0.0010994,0.0018982,0.0007988,19.02743,25.170053,57.39318
2004m9,2004,9,2004.748,0.0010994,0.0169554,0.01585605,19.34672,25.663931,58.33298
2004m10,2004,10,2004.833,0.0010994,0.0152826,0.01418323,19.25228,25.407244,58.02684
2004m11,2004,11,2004.915,0.0014989,0.0458334,0.04433454,20.05387,26.460735,60.42075
2004m12,2004,12,2005,0.0015987,0.0352706,0.03367189,20.48181,27.140134,61.68776
2005m1,2005,1,2005.082,0.0015987,-0.026344,-0.0279427,19.9765,26.582689,59.9599
2005m2,2005,2,2005.159,0.0015987,0.0202927,0.01869398,20.08421,26.740124,60.08163
2005m3,2005,3,2005.244,0.0020978,-0.0177567,-0.01985452,19.80935,26.334167,59.06574
2005m4,2005,4,2005.326,0.0020978,-0.0242927,-0.02639049,18.98527,25.403674,56.90324
2005m5,2005,5,2005.411,0.0023971,0.0381625,0.03576534,18.89885,25.644486,56.93091
2005m6,2005,6,2005.493,0.0022974,0.0079682,0.00567081,18.97491,26.062106,57.44147
2005m7,2005,7,2005.578,0.0023971,0.040758,0.03836087,18.97005,26.281078,57.88948
2005m8,2005,8,2005.663,0.0029955,-0.0092426,-0.01223809,18.69114,26.097194,57.48646
2005m9,2005,9,2005.745,0.0028958,0.0077697,0.00487393,18.4155,25.722609,57.07262
2005m10,2005,10,2005.83,0.0026964,-0.0176549,-0.0203513,17.6091,24.868867,54.86161
2005m11,2005,11,2005.912,0.0030952,0.0384512,0.03535598,17.98242,25.923368,56.31235
2005m12,2005,12,2005.997,0.0031949,0.0006998,-0.00249514,18.04762,26.434799,56.79883
2006m1,2006,1,2006.082,0.0034939,0.0333381,0.02984417,18.05011,26.459271,57.06069
2006m2,2006,2,2006.159,0.0033942,0.0003999,-0.00299431,17.79138,26.240015,56.48894
2006m3,2006,3,2006.244,0.0036932,0.0181346,0.0144414,17.80294,26.318096,56.76788
2006m4,2006,4,2006.326,0.0035935,0.010841,0.00724749,17.7706,26.137653,56.59968
2006m5,2006,5,2006.411,0.0042908,-0.0319035,-0.03619433,17.46009,25.641241,55.54801
2006m6,2006,6,2006.493,0.003992,0.0004999,-0.00349215,16.82333,24.740557,53.46288
2006m7,2006,7,2006.578,0.003992,-0.0038072,-0.00779926,16.6149,24.687824,53.26458
2006m8,2006,8,2006.663,0.0041912,0.0242047,0.02001348,16.67077,25.042346,53.90075
2006m9,2006,9,2006.745,0.0040916,0.0222506,0.01815899,16.77154,25.634941,54.67801
